Red - 35, Green - 33, Blue - 36
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 125, Green - 116, Blue - 101
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 123, Green - 114, Blue - 99
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 122, Green - 115, Blue - 99
Red - 122, Green - 115, Blue - 99
Red - 122, Green - 115, Blue - 99
Red - 122, Green - 115, Blue - 99
Red - 121, Green - 114, Blue - 98
Red - 120, Green - 113, Blue - 97
Red - 119, Green - 112, Blue - 96
Red - 119, Green - 112, Blue - 96
Red - 120, Green - 113, Blue - 97
Red - 120, Green - 113, Blue - 97
Red - 114, Green - 106, Blue - 93
Red - 113, Green - 105, Blue - 92
Red - 114, Green - 106, Blue - 93
Red - 117, Green - 109, Blue - 96
Red - 117, Green - 109, Blue - 96
Red - 114, Green - 106, Blue - 93
Red - 113, Green - 105, Blue - 92
Red - 114, Green - 106, Blue - 93
Red - 116, Green - 108, Blue - 95
Red - 115, Green - 107, Blue - 94
Red - 115, Green - 107, Blue - 94
Red - 114, Green - 106, Blue - 93
Red - 113, Green - 105, Blue - 92
Red - 113, Green - 105, Blue - 92
Red - 114, Green - 106, Blue - 95
Red - 114, Green - 106, Blue - 93
Red - 116, Green - 108, Blue - 95
Red - 116, Green - 108, Blue - 95
Red - 117, Green - 109, Blue - 96
Red - 116, Green - 108, Blue - 95
Red - 116, Green - 108, Blue - 95
Red - 115, Green - 107, Blue - 94
Red - 116, Green - 108, Blue - 95
Red - 116, Green - 108, Blue - 95
Red - 117, Green - 109, Blue - 96
Red - 117, Green - 109, Blue - 96
Red - 116, Green - 108, Blue - 95
Red - 115, Green - 107, Blue - 94
Red - 115, Green - 107, Blue - 94
Red - 116, Green - 108, Blue - 95
Red - 118, Green - 110, Blue - 97
Red - 120, Green - 112, Blue - 99
Red - 118, Green - 110, Blue - 97
Red - 117, Green - 109, Blue - 96
Red - 117, Green - 109, Blue - 96
Red - 117, Green - 109, Blue - 96
Red - 117, Green - 109, Blue - 96
Red - 118, Green - 110, Blue - 97
Red - 118, Green - 110, Blue - 97
Red - 118, Green - 110, Blue - 97
Red - 121, Green - 113, Blue - 100
Red - 120, Green - 112, Blue - 99
Red - 118, Green - 110, Blue - 97
Red - 116, Green - 108, Blue - 95
Red - 116, Green - 108, Blue - 95
Red - 118, Green - 110, Blue - 97
Red - 119, Green - 111, Blue - 98
Red - 121, Green - 114, Blue - 98
Red - 123, Green - 114, Blue - 97
Red - 127, Green - 118, Blue - 101
Red - 116, Green - 107, Blue - 90
Red - 120, Green - 113, Blue - 97
Red - 122, Green - 114, Blue - 101
Red - 118, Green - 112, Blue - 100
Red - 132, Green - 128, Blue - 117
Red - 80, Green - 77, Blue - 68
Red - 20, Green - 17, Blue - 12
Red - 23, Green - 22, Blue - 17
Red - 47, Green - 48, Blue - 42
Red - 57, Green - 58, Blue - 52
Red - 41, Green - 42, Blue - 36
Red - 40, Green - 43, Blue - 36
Red - 67, Green - 70, Blue - 61
Red - 91, Green - 94, Blue - 85
Red - 64, Green - 67, Blue - 60
Red - 28, Green - 29, Blue - 21
Red - 9, Green - 9, Blue - 0
Red - 10, Green - 6, Blue - 0
Red - 44, Green - 36, Blue - 23
Red - 119, Green - 110, Blue - 95
Red - 189, Green - 177, Blue - 161
Red - 200, Green - 188, Blue - 172
Red - 246, Green - 237, Blue - 220
Red - 118, Green - 109, Blue - 94
Red - 8, Green - 0, Blue - 0
Red - 94, Green - 82, Blue - 68
Red - 167, Green - 155, Blue - 141
Red - 203, Green - 190, Blue - 174
Red - 154, Green - 138, Blue - 122
Red - 133, Green - 120, Blue - 104
Red - 150, Green - 138, Blue - 126
Red - 153, Green - 143, Blue - 133
Red - 148, Green - 138, Blue - 128
Red - 142, Green - 134, Blue - 123
Red - 160, Green - 153, Blue - 143
Red - 166, Green - 164, Blue - 152
Red - 152, Green - 150, Blue - 138
Red - 152, Green - 152, Blue - 142
Red - 159, Green - 161, Blue - 150
Red - 162, Green - 164, Blue - 153
Red - 165, Green - 165, Blue - 155
Red - 174, Green - 174, Blue - 164
Red - 176, Green - 173, Blue - 164
Red - 192, Green - 188, Blue - 179
Red - 188, Green - 184, Blue - 175
Red - 180, Green - 176, Blue - 167
Red - 179, Green - 175, Blue - 164
Red - 182, Green - 178, Blue - 167
Red - 192, Green - 188, Blue - 179
Red - 190, Green - 186, Blue - 177
Red - 178, Green - 173, Blue - 167
Red - 188, Green - 183, Blue - 177
Red - 174, Green - 169, Blue - 163
Red - 172, Green - 167, Blue - 161
Red - 164, Green - 161, Blue - 154
Red - 135, Green - 135, Blue - 127
Red - 122, Green - 123, Blue - 115
Red - 109, Green - 110, Blue - 104
Red - 92, Green - 93, Blue - 88
Red - 28, Green - 30, Blue - 27
Red - 1, Green - 3, Blue - 2
Red - 0, Green - 1, Blue - 0
Red - 9, Green - 9, Blue - 9
Red - 68, Green - 68, Blue - 66
Red - 88, Green - 87, Blue - 85
Red - 108, Green - 107, Blue - 105
Red - 164, Green - 163, Blue - 159
Red - 176, Green - 173, Blue - 168
Red - 179, Green - 176, Blue - 171
Red - 176, Green - 173, Blue - 166
Red - 178, Green - 175, Blue - 166
Red - 184, Green - 180, Blue - 169
Red - 185, Green - 181, Blue - 169
Red - 178, Green - 175, Blue - 160
Red - 176, Green - 174, Blue - 159
Red - 188, Green - 187, Blue - 169
Red - 197, Green - 196, Blue - 178
Red - 193, Green - 190, Blue - 173
Red - 200, Green - 197, Blue - 182
Red - 211, Green - 208, Blue - 193
Red - 214, Green - 208, Blue - 194
Red - 208, Green - 200, Blue - 187
Red - 210, Green - 201, Blue - 186
Red - 215, Green - 206, Blue - 191
Red - 219, Green - 207, Blue - 193
Red - 222, Green - 210, Blue - 196
Red - 219, Green - 205, Blue - 192
Red - 227, Green - 213, Blue - 200
Red - 233, Green - 217, Blue - 204
Red - 231, Green - 217, Blue - 204
Red - 235, Green - 221, Blue - 210
Red - 241, Green - 227, Blue - 216
Red - 240, Green - 226, Blue - 215
Red - 234, Green - 220, Blue - 209
Red - 240, Green - 223, Blue - 213
Red - 237, Green - 221, Blue - 208
Red - 240, Green - 224, Blue - 211
Red - 226, Green - 210, Blue - 197
Red - 222, Green - 208, Blue - 195
Red - 208, Green - 194, Blue - 181
Red - 135, Green - 121, Blue - 108
Red - 130, Green - 116, Blue - 103
Red - 128, Green - 114, Blue - 101
Red - 127, Green - 113, Blue - 100
Red - 126, Green - 113, Blue - 97
Red - 126, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 126, Green - 114, Blue - 98
Red - 127, Green - 115, Blue - 99
Red - 128, Green - 116, Blue - 100
Red - 125, Green - 113, Blue - 99
Red - 125, Green - 113, Blue - 99
Red - 125, Green - 113, Blue - 99
Red - 125, Green - 113, Blue - 99
Red - 125, Green - 113, Blue - 99
Red - 123, Green - 111, Blue - 97
Red - 122, Green - 110, Blue - 96
Red - 121, Green - 109, Blue - 95
Red - 122, Green - 110, Blue - 96
Red - 122, Green - 110, Blue - 96
Red - 123, Green - 111, Blue - 97
Red - 123, Green - 111, Blue - 97
Red - 123, Green - 111, Blue - 97
Red - 123, Green - 111, Blue - 97
Red - 123, Green - 111, Blue - 97
Red - 122, Green - 110, Blue - 96
Red - 128, Green - 116, Blue - 100
Red - 127, Green - 115, Blue - 99
Red - 125, Green - 113, Blue - 97
Red - 123, Green - 111, Blue - 95
Red - 123, Green - 111, Blue - 95
Red - 124, Green - 112, Blue - 96
Red - 126, Green - 114, Blue - 98
Red - 127, Green - 115, Blue - 99
Red - 126, Green - 114, Blue - 98
Red - 126, Green - 114, Blue - 98
Red - 125, Green - 113, Blue - 97
Red - 124, Green - 112, Blue - 96
Red - 124, Green - 112, Blue - 96
Red - 125, Green - 113, Blue - 97
Red - 126, Green - 114, Blue - 98
Red - 127, Green - 115, Blue - 99
Red - 125, Green - 116, Blue - 101
Red - 124, Green - 115, Blue - 100
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 125, Green - 116, Blue - 101
Red - 125, Green - 116, Blue - 101
Red - 126, Green - 117, Blue - 102
Red - 125, Green - 116, Blue - 101
Red - 124, Green - 115, Blue - 100
Red - 125, Green - 116, Blue - 101
Red - 125, Green - 116, Blue - 101
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 125, Green - 116, Blue - 101
Red - 126, Green - 117, Blue - 102
Red - 128, Green - 119, Blue - 104
Red - 129, Green - 120, Blue - 105
Red - 128, Green - 119, Blue - 104
Red - 127, Green - 118, Blue - 103
Red - 126, Green - 117, Blue - 102
Red - 126, Green - 117, Blue - 102
Red - 128, Green - 119, Blue - 104
Red - 126, Green - 117, Blue - 102
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 126, Green - 117, Blue - 102
Red - 127, Green - 118, Blue - 103
Red - 126, Green - 116, Blue - 104
Red - 125, Green - 116, Blue - 101
Red - 126, Green - 117, Blue - 102
Red - 125, Green - 116, Blue - 101
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 124, Green - 115, Blue - 100
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 124, Green - 115, Blue - 100
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 123, Green - 114, Blue - 99
Red - 121, Green - 114, Blue - 98
Red - 121, Green - 114, Blue - 98
Red - 121, Green - 114, Blue - 98
Red - 121, Green - 114, Blue - 98
Red - 120, Green - 113, Blue - 97
Red - 119, Green - 112, Blue - 96
Red - 118, Green - 111, Blue - 95
Red - 118, Green - 111, Blue - 95
Red - 114, Green - 107, Blue - 91
Red - 114, Green - 107, Blue - 91
Red - 115, Green - 107, Blue - 96
Red - 114, Green - 106, Blue - 95
Red - 114, Green - 106, Blue - 93
Red - 115, Green - 107, Blue - 94
Red - 115, Green - 107, Blue - 94
Red - 114, Green - 106, Blue - 93
Red - 114, Green - 107, Blue - 91
Red - 115, Green - 108, Blue - 92
Red - 115, Green - 107, Blue - 94
Red - 113, Green - 105, Blue - 92
Red - 117, Green - 109, Blue - 98
Red - 117, Green - 109, Blue - 98
Red - 104, Green - 96, Blue - 85
Red - 109, Green - 101, Blue - 90
Red - 125, Green - 116, Blue - 107
Red - 111, Green - 103, Blue - 92
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 115, Green - 109, Blue - 97
Red - 113, Green - 107, Blue - 95
Red - 114, Green - 108, Blue - 96
Red - 117, Green - 111, Blue - 99
Red - 117, Green - 111, Blue - 99
Red - 114, Green - 108, Blue - 96
Red - 115, Green - 109, Blue - 97
Red - 119, Green - 113, Blue - 101
Red - 117, Green - 109, Blue - 98
Red - 117, Green - 109, Blue - 98
Red - 118, Green - 110, Blue - 99
Red - 120, Green - 112, Blue - 101
Red - 121, Green - 113, Blue - 102
Red - 121, Green - 113, Blue - 102
Red - 120, Green - 112, Blue - 101
Red - 118, Green - 110, Blue - 99
Red - 118, Green - 110, Blue - 99
Red - 118, Green - 110, Blue - 99
Red - 117, Green - 109, Blue - 98
Red - 117, Green - 109, Blue - 98
Red - 117, Green - 109, Blue - 98
Red - 118, Green - 110, Blue - 99
Red - 119, Green - 111, Blue - 100
Red - 120, Green - 110, Blue - 98
Red - 123, Green - 111, Blue - 99
Red - 122, Green - 110, Blue - 98
Red - 119, Green - 107, Blue - 95
Red - 116, Green - 106, Blue - 94
Red - 121, Green - 113, Blue - 100
Red - 125, Green - 119, Blue - 105
Red - 119, Green - 113, Blue - 101
Red - 106, Green - 102, Blue - 90
Red - 18, Green - 15, Blue - 6
Red - 45, Green - 45, Blue - 35
Red - 33, Green - 34, Blue - 28
Red - 66, Green - 67, Blue - 61
Red - 53, Green - 55, Blue - 52
Red - 0, Green - 1, Blue - 0
Red - 22, Green - 24, Blue - 23
Red - 40, Green - 44, Blue - 43
Red - 32, Green - 37, Blue - 33
Red - 45, Green - 47, Blue - 42
Red - 34, Green - 35, Blue - 29
Red - 1, Green - 1, Blue - 0
Red - 24, Green - 22, Blue - 10
Red - 102, Green - 96, Blue - 82
Red - 186, Green - 179, Blue - 163
Red - 198, Green - 191, Blue - 173
Red - 222, Green - 213, Blue - 196
Red - 192, Green - 183, Blue - 166
Red - 11, Green - 0, Blue - 0
Red - 29, Green - 17, Blue - 3
Red - 112, Green - 100, Blue - 86
Red - 163, Green - 151, Blue - 137
Red - 155, Green - 143, Blue - 129
Red - 176, Green - 164, Blue - 150
Red - 134, Green - 125, Blue - 110
Red - 150, Green - 140, Blue - 128
Red - 152, Green - 142, Blue - 130
Red - 157, Green - 149, Blue - 138
Red - 149, Green - 142, Blue - 132
Red - 157, Green - 155, Blue - 143
Red - 151, Green - 148, Blue - 139
Red - 156, Green - 156, Blue - 148
Red - 161, Green - 162, Blue - 154
Red - 158, Green - 159, Blue - 151
Red - 166, Green - 167, Blue - 159
Red - 178, Green - 178, Blue - 170
Red - 179, Green - 179, Blue - 171
Red - 179, Green - 176, Blue - 169
Red - 179, Green - 176, Blue - 167
Red - 179, Green - 176, Blue - 167
Red - 176, Green - 173, Blue - 166
Red - 181, Green - 178, Blue - 171
Red - 176, Green - 172, Blue - 163
Red - 185, Green - 181, Blue - 172
Red - 180, Green - 173, Blue - 163
Red - 180, Green - 174, Blue - 162
Red - 182, Green - 178, Blue - 167
Red - 187, Green - 183, Blue - 172
Red - 164, Green - 161, Blue - 152
Red - 137, Green - 137, Blue - 129
Red - 103, Green - 104, Blue - 98
Red - 104, Green - 105, Blue - 100
Red - 105, Green - 106, Blue - 101
Red - 26, Green - 25, Blue - 21
Red - 21, Green - 20, Blue - 16
Red - 2, Green - 1, Blue - 0
Red - 2, Green - 1, Blue - 0
Red - 66, Green - 64, Blue - 65
Red - 80, Green - 79, Blue - 77
Red - 107, Green - 106, Blue - 104
Red - 170, Green - 169, Blue - 165
Red - 155, Green - 154, Blue - 149
Red - 172, Green - 172, Blue - 164
Red - 175, Green - 175, Blue - 165
Red - 175, Green - 175, Blue - 165
Red - 180, Green - 178, Blue - 166
Red - 178, Green - 176, Blue - 163
Red - 173, Green - 171, Blue - 156
Red - 172, Green - 169, Blue - 154
Red - 178, Green - 175, Blue - 158
Red - 189, Green - 186, Blue - 169
Red - 199, Green - 193, Blue - 177
Red - 210, Green - 204, Blue - 190
Red - 202, Green - 196, Blue - 184
Red - 192, Green - 184, Blue - 171
Red - 198, Green - 190, Blue - 177
Red - 214, Green - 205, Blue - 190
Red - 213, Green - 204, Blue - 189
Red - 212, Green - 200, Blue - 186
Red - 221, Green - 209, Blue - 195
Red - 227, Green - 215, Blue - 201
Red - 226, Green - 214, Blue - 200
Red - 230, Green - 216, Blue - 203
Red - 234, Green - 222, Blue - 208
Red - 236, Green - 224, Blue - 212
Red - 235, Green - 223, Blue - 211
Red - 238, Green - 225, Blue - 216
Red - 241, Green - 229, Blue - 217
Red - 240, Green - 226, Blue - 213
Red - 237, Green - 221, Blue - 206
Red - 225, Green - 209, Blue - 194
Red - 226, Green - 210, Blue - 195
Red - 221, Green - 208, Blue - 192
Red - 228, Green - 215, Blue - 199
Red - 152, Green - 139, Blue - 123
Red - 110, Green - 97, Blue - 81
Red - 131, Green - 118, Blue - 102
Red - 132, Green - 119, Blue - 103
Red - 131, Green - 119, Blue - 103
Red - 130, Green - 118, Blue - 102
Red - 130, Green - 118, Blue - 102
Red - 130, Green - 118, Blue - 102
Red - 130, Green - 118, Blue - 102
Red - 127, Green - 115, Blue - 99
Red - 121, Green - 112, Blue - 95
Red - 122, Green - 113, Blue - 96
Red - 124, Green - 115, Blue - 98
Red - 124, Green - 115, Blue - 98
Red - 123, Green - 114, Blue - 99
Red - 122, Green - 113, Blue - 98
Red - 120, Green - 110, Blue - 98
Red - 120, Green - 110, Blue - 98
Red - 119, Green - 109, Blue - 97
Red - 121, Green - 111, Blue - 99
Red - 122, Green - 113, Blue - 98
Red - 123, Green - 114, Blue - 99
Red - 124, Green - 115, Blue - 98
Red - 123, Green - 114, Blue - 97
Red - 122, Green - 113, Blue - 96
Red - 122, Green - 113, Blue - 96
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 126, Green - 114, Blue - 98
Red - 126, Green - 114, Blue - 98
Red - 127, Green - 115, Blue - 99
Red - 127, Green - 115, Blue - 99
Red - 126, Green - 114, Blue - 98
Red - 126, Green - 114, Blue - 98
Red - 125, Green - 116, Blue - 99
Red - 124, Green - 115, Blue - 98
Red - 124, Green - 115, Blue - 98
Red - 125, Green - 116, Blue - 99
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 122, Green - 115, Blue - 99
Red - 123, Green - 116, Blue - 100
Red - 124, Green - 117, Blue - 101
Red - 124, Green - 117, Blue - 101
Red - 125, Green - 118, Blue - 102
Red - 125, Green - 118, Blue - 102
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 124, Green - 116, Blue - 103
Red - 124, Green - 116, Blue - 103
Red - 125, Green - 117, Blue - 104
Red - 126, Green - 118, Blue - 105
Red - 126, Green - 118, Blue - 105
Red - 125, Green - 117, Blue - 104
Red - 123, Green - 115, Blue - 104
Red - 121, Green - 113, Blue - 100
Red - 123, Green - 116, Blue - 98
Red - 124, Green - 117, Blue - 99
Red - 124, Green - 117, Blue - 99
Red - 122, Green - 115, Blue - 97
Red - 121, Green - 114, Blue - 96
Red - 121, Green - 114, Blue - 96
Red - 123, Green - 116, Blue - 98
Red - 125, Green - 118, Blue - 100
Red - 122, Green - 115, Blue - 99
Red - 120, Green - 113, Blue - 97
Red - 122, Green - 115, Blue - 99
Red - 123, Green - 116, Blue - 100
Red - 120, Green - 112, Blue - 99
Red - 120, Green - 112, Blue - 99
Red - 124, Green - 116, Blue - 103
Red - 123, Green - 115, Blue - 102
Red - 123, Green - 113, Blue - 101
Red - 123, Green - 113, Blue - 101
Red - 123, Green - 113, Blue - 101
Red - 123, Green - 113, Blue - 101
Red - 122, Green - 112, Blue - 100
Red - 120, Green - 110, Blue - 98
Red - 118, Green - 110, Blue - 97
Red - 117, Green - 109, Blue - 96
Red - 118, Green - 110, Blue - 97
Red - 115, Green - 107, Blue - 94
Red - 115, Green - 107, Blue - 96
Red - 114, Green - 106, Blue - 95
Red - 114, Green - 106, Blue - 93
Red - 115, Green - 107, Blue - 94
Red - 115, Green - 107, Blue - 94
Red - 114, Green - 106, Blue - 93
Red - 114, Green - 107, Blue - 91
Red - 115, Green - 108, Blue - 92
Red - 115, Green - 107, Blue - 94
Red - 119, Green - 111, Blue - 98
Red - 111, Green - 103, Blue - 92
Red - 118, Green - 110, Blue - 99
Red - 126, Green - 117, Blue - 108
Red - 117, Green - 108, Blue - 99
Red - 112, Green - 103, Blue - 94
Red - 111, Green - 102, Blue - 93
Red - 113, Green - 107, Blue - 95
Red - 113, Green - 107, Blue - 95
Red - 114, Green - 108, Blue - 96
Red - 114, Green - 108, Blue - 96
Red - 113, Green - 107, Blue - 95
Red - 113, Green - 107, Blue - 95
Red - 112, Green - 106, Blue - 94
Red - 111, Green - 105, Blue - 93
Red - 116, Green - 110, Blue - 98
Red - 112, Green - 106, Blue - 94
Red - 109, Green - 103, Blue - 91
Red - 108, Green - 102, Blue - 90
Red - 108, Green - 102, Blue - 90
Red - 110, Green - 104, Blue - 92
Red - 115, Green - 109, Blue - 97
Red - 121, Green - 115, Blue - 103
Red - 117, Green - 109, Blue - 98
Red - 117, Green - 109, Blue - 98
Red - 116, Green - 108, Blue - 97
Red - 116, Green - 108, Blue - 97
Red - 117, Green - 109, Blue - 98
Red - 118, Green - 110, Blue - 99
Red - 119, Green - 111, Blue - 100
Red - 120, Green - 112, Blue - 101
Red - 118, Green - 110, Blue - 99
Red - 118, Green - 110, Blue - 99
Red - 119, Green - 111, Blue - 100
Red - 119, Green - 111, Blue - 100
Red - 119, Green - 111, Blue - 100
Red - 119, Green - 111, Blue - 100
Red - 119, Green - 111, Blue - 100
Red - 120, Green - 110, Blue - 100
Red - 124, Green - 111, Blue - 102
Red - 124, Green - 111, Blue - 102
Red - 123, Green - 110, Blue - 101
Red - 120, Green - 110, Blue - 98
Red - 117, Green - 109, Blue - 96
Red - 119, Green - 111, Blue - 98
Red - 125, Green - 119, Blue - 105
Red - 131, Green - 125, Blue - 111
Red - 33, Green - 29, Blue - 17
Red - 3, Green - 1, Blue - 0
Red - 6, Green - 6, Blue - 0
Red - 39, Green - 40, Blue - 34
Red - 24, Green - 24, Blue - 22
Red - 6, Green - 8, Blue - 7
Red - 0, Green - 0, Blue - 2
Red - 24, Green - 28, Blue - 29
Red - 59, Green - 61, Blue - 58
Red - 47, Green - 49, Blue - 44
Red - 57, Green - 60, Blue - 53
Red - 21, Green - 22, Blue - 14
Red - 6, Green - 4, Blue - 0
Red - 97, Green - 93, Blue - 81
Red - 172, Green - 166, Blue - 150
Red - 186, Green - 179, Blue - 161
Red - 192, Green - 184, Blue - 165
Red - 255, Green - 247, Blue - 228
Red - 75, Green - 63, Blue - 47
Red - 10, Green - 0, Blue - 0
Red - 72, Green - 60, Blue - 46
Red - 154, Green - 142, Blue - 128
Red - 208, Green - 196, Blue - 184
Red - 212, Green - 202, Blue - 190
Red - 158, Green - 149, Blue - 134
Red - 150, Green - 143, Blue - 127
Red - 153, Green - 145, Blue - 132
Red - 150, Green - 144, Blue - 132
Red - 136, Green - 132, Blue - 121
Red - 148, Green - 146, Blue - 134
Red - 147, Green - 147, Blue - 139
Red - 138, Green - 138, Blue - 130
Red - 153, Green - 154, Blue - 148
Red - 155, Green - 156, Blue - 150
Red - 162, Green - 163, Blue - 157
Red - 168, Green - 169, Blue - 163
Red - 170, Green - 170, Blue - 162
Red - 174, Green - 174, Blue - 166
Red - 179, Green - 176, Blue - 167
Red - 173, Green - 173, Blue - 165
Red - 172, Green - 171, Blue - 166
Red - 178, Green - 177, Blue - 172
Red - 174, Green - 171, Blue - 164
Red - 183, Green - 179, Blue - 168
Red - 177, Green - 171, Blue - 159
Red - 177, Green - 171, Blue - 157
Red - 179, Green - 175, Blue - 163
Red - 184, Green - 182, Blue - 170
Red - 157, Green - 154, Blue - 145
Red - 132, Green - 132, Blue - 124
Red - 105, Green - 106, Blue - 100
Red - 92, Green - 93, Blue - 88
Red - 109, Green - 108, Blue - 104
Red - 29, Green - 25, Blue - 22
Red - 102, Green - 97, Blue - 93
Red - 23, Green - 18, Blue - 15
Red - 3, Green - 0, Blue - 0
Red - 39, Green - 37, Blue - 38
Red - 78, Green - 77, Blue - 75
Red - 105, Green - 104, Blue - 100
Red - 155, Green - 156, Blue - 151
Red - 167, Green - 168, Blue - 162
Red - 168, Green - 169, Blue - 161
Red - 164, Green - 166, Blue - 155
Red - 172, Green - 172, Blue - 160
Red - 174, Green - 174, Blue - 162
Red - 175, Green - 173, Blue - 160
Red - 171, Green - 169, Blue - 154
Red - 171, Green - 168, Blue - 153
Red - 177, Green - 174, Blue - 159
Red - 189, Green - 183, Blue - 167
Red - 196, Green - 190, Blue - 176
Red - 207, Green - 201, Blue - 187
Red - 204, Green - 198, Blue - 186
Red - 199, Green - 191, Blue - 178
Red - 202, Green - 194, Blue - 181
Red - 213, Green - 204, Blue - 189
Red - 211, Green - 202, Blue - 187
Red - 212, Green - 200, Blue - 186
Red - 222, Green - 210, Blue - 196
Red - 224, Green - 212, Blue - 198
Red - 225, Green - 213, Blue - 199
Red - 228, Green - 216, Blue - 202
Red - 232, Green - 220, Blue - 206
Red - 231, Green - 221, Blue - 209
Red - 230, Green - 220, Blue - 208
Red - 233, Green - 223, Blue - 213
Red - 239, Green - 227, Blue - 215
Red - 238, Green - 225, Blue - 209
Red - 238, Green - 222, Blue - 206
Red - 228, Green - 212, Blue - 196
Red - 226, Green - 210, Blue - 194
Red - 221, Green - 208, Blue - 192
Red - 227, Green - 214, Blue - 198
Red - 167, Green - 154, Blue - 138
Red - 114, Green - 101, Blue - 85
Red - 130, Green - 117, Blue - 101
Red - 131, Green - 118, Blue - 102
Red - 129, Green - 117, Blue - 101
Red - 129, Green - 117, Blue - 101
Red - 130, Green - 118, Blue - 102
Red - 131, Green - 119, Blue - 103
Red - 129, Green - 117, Blue - 101
Red - 125, Green - 113, Blue - 97
Red - 122, Green - 113, Blue - 96
Red - 122, Green - 113, Blue - 96
Red - 123, Green - 114, Blue - 97
Red - 124, Green - 115, Blue - 98
Red - 123, Green - 114, Blue - 99
Red - 122, Green - 113, Blue - 98
Red - 121, Green - 111, Blue - 99
Red - 120, Green - 110, Blue - 98
Red - 121, Green - 111, Blue - 99
Red - 121, Green - 111, Blue - 99
Red - 121, Green - 112, Blue - 97
Red - 122, Green - 113, Blue - 98
Red - 122, Green - 113, Blue - 96
Red - 122, Green - 113, Blue - 96
Red - 123, Green - 114, Blue - 97
Red - 123, Green - 114, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 125, Green - 113, Blue - 97
Red - 126, Green - 114, Blue - 98
Red - 126, Green - 114, Blue - 98
Red - 127, Green - 115, Blue - 99
Red - 127, Green - 115, Blue - 99
Red - 126, Green - 114, Blue - 98
Red - 126, Green - 114, Blue - 98
Red - 125, Green - 116, Blue - 99
Red - 124, Green - 115, Blue - 98
Red - 124, Green - 115, Blue - 98
Red - 124, Green - 115, Blue - 98
Red - 125, Green - 116, Blue - 99
Red - 126, Green - 117, Blue - 100
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 125, Green - 116, Blue - 99
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
Red - 126, Green - 117, Blue - 100
